task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Deployment,Low,Mid,Python,Low,2,3,2,4,6,11,False,3,False,3.99,1,0,2,0,0.98
Refactoring,Medium,Senior,C++,High,11,3,3,22,3,17,False,0,False,4.76,0,2,1,0,4.34
Refactoring,Low,Tech Lead,Python,Medium,2,2,0,4,1,14,True,2,False,2.43,1,1,0,0,1.03
Documentation,Low,Junior,Other,Low,4,3,1,8,2,10,False,0,True,4.63,1,0,1,1,1.57
Design Review,High,Mid,Java,High,12,4,1,24,3,14,True,1,False,3.94,0,3,1,0,5.37
Design Review,Medium,Senior,JavaScript,Medium,8,4,0,16,5,10,False,2,True,4.07,2,0,1,1,3.19
Testing,High,Mid,Java,Critical,7,1,2,14,2,12,False,1,False,7.19,0,0,0,1,3.0
Design Review,Low,Tech Lead,Other,Critical,9,5,0,18,2,10,False,3,False,4.86,1,2,0,2,3.06
Code Review,High,Junior,C++,Critical,10,4,3,20,9,11,False,3,False,4.48,1,1,2,0,4.63
Bug Fix,Low,Tech Lead,JavaScript,Critical,5,2,3,10,10,17,False,3,False,2.03,1,1,0,0,2.32
Client Meeting,High,Tech Lead,C++,Low,13,1,2,26,5,17,False,3,False,1.94,1,0,0,0,6.38
Bug Fix,High,Senior,C++,Critical,11,4,1,22,3,18,False,2,False,3.94,1,1,1,1,4.72
Feature Dev,Medium,Senior,Java,Low,9,2,2,18,8,14,False,3,False,2.17,1,1,0,0,4.08
Design Review,Medium,Tech Lead,Go,Medium,9,5,3,18,9,17,True,2,True,2.39,4,0,1,0,4.62
Feature Dev,Low,Junior,JavaScript,Critical,4,3,0,8,1,17,False,2,False,3.38,1,1,1,0,1.49
Code Review,High,Mid,Other,Critical,1,4,3,2,6,17,False,0,False,2.31,1,3,0,0,1.07
Testing,Medium,Junior,Other,High,7,5,2,14,2,18,True,1,False,1.82,4,1,0,0,3.42
Documentation,Low,Tech Lead,Python,Low,11,4,1,22,1,10,True,2,False,4.21,1,1,2,0,3.76
Code Review,High,Junior,Go,Medium,13,5,1,26,3,15,True,0,False,2.66,2,2,1,0,5.86
Refactoring,Medium,Junior,Java,Low,5,4,0,10,10,9,False,0,False,3.8,1,1,2,0,1.58
Feature Dev,Medium,Mid,Other,Low,6,2,0,12,4,11,False,0,False,2.9,1,1,0,0,2.23
Design Review,Medium,Tech Lead,C++,Critical,12,2,0,24,4,17,True,3,True,4.11,1,0,0,1,5.25
Refactoring,Medium,Senior,Other,High,1,3,2,2,3,12,False,3,False,1.8,2,1,0,0,1.17
Bug Fix,High,Tech Lead,Java,Low,12,5,0,24,5,14,True,1,False,4.26,1,1,2,1,5.03
Documentation,Low,Junior,C++,High,4,1,1,8,7,9,True,1,False,2.84,0,1,0,0,1.72
Bug Fix,High,Senior,JavaScript,Critical,8,3,3,16,10,13,False,0,False,3.75,0,2,1,0,3.73
Deployment,Low,Junior,C++,Medium,3,4,3,6,8,15,True,1,False,4.25,2,0,1,1,1.49
Design Review,Low,Senior,C++,Critical,7,4,3,14,9,16,False,2,False,3.26,1,2,1,0,3.04
Bug Fix,Medium,Mid,Other,Critical,6,1,3,12,7,18,False,3,False,3.36,0,1,0,0,2.81
Deployment,Medium,Tech Lead,Python,Low,11,3,2,22,6,14,False,1,False,4.39,1,0,1,1,4.12
Refactoring,Low,Senior,JavaScript,Medium,9,5,1,18,3,17,False,2,True,3.83,2,1,1,1,3.25
Deployment,Low,Junior,Other,Medium,10,3,1,20,5,12,True,0,False,3.54,1,1,1,0,3.46
Client Meeting,High,Junior,C++,Low,10,5,1,20,7,18,False,2,False,3.03,1,3,1,0,4.72
Code Review,High,Tech Lead,Python,High,3,1,0,6,10,12,False,0,True,3.32,0,1,0,0,1.58
Testing,Low,Mid,Java,Low,2,4,0,4,4,9,True,1,False,1.93,3,1,0,0,0.75
Deployment,High,Junior,Other,Low,7,5,1,14,9,17,False,0,False,2.52,4,0,1,0,3.36
Code Review,Low,Tech Lead,Go,Critical,9,2,1,18,5,14,True,2,False,2.75,0,2,0,0,3.45
Bug Fix,High,Tech Lead,C++,High,7,1,3,14,10,10,False,2,False,1.9,1,0,0,0,3.93
Testing,Medium,Junior,C++,Low,11,5,0,22,1,17,True,2,False,4.91,2,0,1,2,3.71
Code Review,Medium,Mid,Go,Medium,8,4,3,16,1,17,False,2,False,2.72,2,1,1,0,3.57
Deployment,High,Junior,C++,Medium,13,5,2,26,7,10,False,2,False,2.44,1,4,0,0,6.33
Testing,Low,Tech Lead,Python,High,2,5,1,4,3,18,False,1,False,2.56,2,3,0,0,0.88
Design Review,High,Senior,Java,Low,1,4,0,2,1,10,True,3,False,2.37,2,2,0,0,0.73
Bug Fix,Low,Mid,JavaScript,Critical,10,1,3,20,10,18,False,1,True,3.77,0,1,0,0,4.34
Client Meeting,Medium,Tech Lead,C++,Medium,4,5,3,8,8,11,False,0,False,3.02,3,1,0,1,1.84
Deployment,High,Senior,Java,Low,2,4,0,4,9,15,True,3,False,4.02,2,0,0,2,1.26
Design Review,High,Mid,Go,High,3,1,1,6,6,16,True,2,False,1.17,1,0,0,0,1.99
Feature Dev,Low,Mid,Other,Low,3,1,0,6,8,14,True,2,False,1.08,1,0,0,0,1.22
Client Meeting,High,Junior,Python,Medium,8,1,0,16,8,15,False,3,False,1.9,1,0,0,0,3.95
Design Review,Medium,Senior,JavaScript,Low,1,3,1,2,6,13,False,3,False,3.12,1,1,1,0,0.89
Design Review,Medium,Junior,Go,Critical,7,3,2,14,4,18,False,1,False,1.34,3,0,0,0,3.39
Deployment,Medium,Mid,Python,Critical,6,3,1,12,1,18,False,2,False,4.19,0,1,2,0,2.44
Documentation,Medium,Junior,Go,Medium,2,5,0,4,1,18,False,3,True,3.79,0,3,2,0,1.05
Documentation,Low,Junior,Java,High,5,4,2,10,7,11,False,3,False,2.46,2,2,0,0,2.22
Client Meeting,High,Tech Lead,C++,Medium,1,5,3,2,9,16,False,1,False,5.55,1,0,3,1,0.6
Documentation,Low,Mid,Go,High,6,1,2,12,6,9,False,0,False,1.62,1,0,0,0,2.5
Feature Dev,Low,Senior,JavaScript,Critical,5,2,1,10,7,14,True,3,True,2.45,1,1,0,0,2.35
Design Review,Low,Mid,C++,Critical,7,3,0,14,2,9,False,3,True,2.75,1,2,0,0,3.07
Refactoring,High,Senior,Go,Medium,11,3,1,22,1,13,True,1,False,2.31,2,1,0,0,5.27
Client Meeting,High,Mid,JavaScript,Medium,12,3,3,24,10,15,False,3,False,4.64,0,1,2,0,5.49
Deployment,High,Senior,Python,High,2,4,3,4,5,15,False,1,False,2.92,2,1,1,0,1.21
Deployment,High,Senior,C++,Medium,7,5,1,14,9,16,True,2,False,3.27,3,0,1,1,3.34
Code Review,Medium,Junior,Python,High,7,1,1,14,7,13,False,3,False,3.23,0,1,0,0,3.26
Design Review,Medium,Mid,Python,High,13,5,2,26,3,10,True,0,False,2.36,4,0,1,0,5.3
Code Review,Low,Tech Lead,Java,Low,8,4,3,16,7,10,True,2,False,3.24,3,0,0,1,3.53
Testing,Low,Junior,Python,High,12,1,2,24,8,17,False,2,False,3.51,0,1,0,0,4.5
Testing,High,Senior,Python,Low,6,2,0,12,6,10,False,0,False,3.01,1,0,1,0,2.75
Deployment,High,Tech Lead,Java,Low,9,3,3,18,6,13,False,3,True,4.47,0,2,1,0,4.59
Documentation,Low,Junior,JavaScript,Medium,8,3,3,16,10,10,True,0,False,4.11,1,0,2,0,2.87
Client Meeting,Medium,Senior,Java,Medium,6,2,3,12,4,15,False,2,False,3.36,1,0,1,0,2.8
Testing,Low,Mid,Python,Critical,4,5,2,8,7,13,False,3,True,1.42,4,1,0,0,2.27
Code Review,Low,Tech Lead,JavaScript,High,11,5,1,22,9,15,True,0,False,3.16,2,2,0,1,3.89
Bug Fix,Low,Tech Lead,C++,High,10,2,2,20,8,18,False,1,False,3.62,0,2,0,0,3.73
Testing,Medium,Mid,Python,Medium,10,4,2,20,10,12,False,3,False,3.82,1,1,2,0,4.1
Testing,Medium,Junior,Java,Medium,5,1,3,10,8,15,False,2,False,6.21,0,0,1,0,2.14
Refactoring,Medium,Senior,Go,Medium,5,2,2,10,1,10,False,2,False,4.01,0,1,1,0,2.33
Bug Fix,High,Mid,Other,High,13,3,2,26,4,11,True,2,False,4.14,1,0,2,0,5.75
Deployment,Medium,Mid,Python,Critical,3,3,1,6,2,12,False,3,False,1.87,2,1,0,0,1.51
Bug Fix,High,Senior,JavaScript,Low,9,3,3,18,1,17,False,0,True,3.9,1,1,0,1,4.61
Bug Fix,Medium,Junior,Python,High,1,1,0,2,7,13,False,3,False,1.89,1,0,0,0,0.6
Client Meeting,High,Tech Lead,Java,Medium,5,3,2,10,5,12,False,2,False,3.35,1,1,1,0,2.63
Code Review,Low,Mid,Go,High,8,4,0,16,9,17,False,1,False,3.61,2,1,0,1,2.69
Feature Dev,High,Junior,C++,Medium,1,1,0,2,4,12,True,2,True,7.37,0,0,0,1,0.77
Design Review,Medium,Tech Lead,Other,High,11,5,2,22,5,14,True,0,False,2.61,3,1,1,0,4.73
Design Review,Medium,Mid,Go,Medium,12,2,2,24,2,13,True,0,False,3.91,0,2,0,0,5.18
Documentation,Low,Senior,Other,Low,11,2,0,22,5,16,True,0,True,3.0,0,2,0,0,4.31
Deployment,Medium,Senior,C++,Medium,1,3,2,2,6,10,True,3,False,2.3,2,0,1,0,0.97
Design Review,Medium,Tech Lead,Go,Low,6,2,2,12,2,12,True,1,False,4.38,1,0,0,1,2.56
Refactoring,High,Mid,C++,Critical,5,2,1,10,7,15,True,1,False,3.02,0,2,0,0,2.57
Deployment,High,Tech Lead,Python,High,4,4,2,8,7,9,False,2,False,4.68,1,1,0,2,1.81
Feature Dev,Medium,Junior,Python,Critical,9,1,1,18,4,16,False,0,True,7.8,0,0,0,1,3.39
Documentation,Low,Mid,Python,Medium,4,1,2,8,8,15,False,3,False,3.47,0,1,0,0,1.74
Bug Fix,Low,Mid,Java,Low,8,3,0,16,2,12,False,3,False,3.8,1,1,1,0,2.7
Design Review,High,Junior,Go,Medium,4,5,3,8,10,18,False,2,False,3.07,2,2,1,0,2.35
Deployment,Low,Junior,Java,High,13,2,3,26,5,11,True,3,False,2.05,1,1,0,0,5.62
Client Meeting,High,Junior,Go,Critical,10,2,0,20,6,15,False,1,False,2.88,1,1,0,0,4.49
Refactoring,Medium,Mid,JavaScript,Medium,2,4,1,4,7,11,False,3,False,2.84,2,1,1,0,1.34
Design Review,Medium,Senior,Python,Critical,6,5,1,12,1,12,True,2,False,1.58,4,1,0,0,2.94
Bug Fix,High,Junior,Go,High,12,3,0,24,10,14,False,0,False,5.7,1,0,0,2,4.43
Testing,Low,Junior,Other,High,2,1,0,4,10,15,False,3,False,2.66,0,1,0,0,0.89
Design Review,Low,Mid,Other,Critical,2,2,1,4,1,13,False,3,False,2.65,1,1,0,0,1.17
Feature Dev,High,Mid,JavaScript,Low,11,4,3,22,9,9,True,2,True,3.6,1,2,1,0,6.21
Testing,Medium,Junior,Python,High,10,3,0,20,6,9,False,3,False,3.64,2,0,0,1,3.65
Testing,Low,Junior,Go,High,13,5,2,26,3,18,True,0,True,3.11,3,1,0,1,5.36
Deployment,High,Mid,C++,High,11,1,1,22,10,15,False,3,False,1.38,1,0,0,0,5.5
Bug Fix,Medium,Tech Lead,Python,High,12,3,3,24,2,12,True,1,False,2.23,2,1,0,0,5.49
Code Review,Low,Mid,Java,Critical,8,2,1,16,7,11,False,2,False,2.73,1,1,0,0,2.98
Code Review,Low,Junior,Python,High,12,5,1,24,2,14,False,3,False,3.35,2,1,2,0,4.22
Bug Fix,High,Tech Lead,Python,Medium,9,2,1,18,1,17,True,0,True,3.4,1,0,1,0,4.53
Bug Fix,Low,Senior,JavaScript,Critical,2,4,2,4,7,9,True,0,True,3.27,1,2,1,0,1.1
Client Meeting,Low,Junior,JavaScript,Medium,4,4,3,8,2,17,True,2,True,4.93,0,1,3,0,2.16
Design Review,Medium,Mid,JavaScript,Medium,5,3,1,10,10,15,False,1,True,1.88,2,1,0,0,2.31
Bug Fix,Medium,Tech Lead,JavaScript,High,5,5,2,10,3,16,False,1,False,3.84,2,1,1,1,1.87
Documentation,High,Tech Lead,Java,High,5,5,1,10,5,13,False,3,False,2.62,2,3,0,0,2.81
Documentation,Medium,Tech Lead,Go,High,7,1,3,14,1,12,True,3,False,4.85,0,0,1,0,3.32
Documentation,Low,Senior,Go,Low,12,2,1,24,8,14,False,3,False,2.18,1,1,0,0,4.52
Feature Dev,High,Mid,C++,Medium,9,3,1,18,6,15,True,0,False,5.34,0,1,1,1,3.84
Deployment,Medium,Junior,C++,Critical,8,3,3,16,4,10,True,0,False,5.56,0,1,2,0,3.17
Deployment,High,Junior,Python,Low,7,5,0,14,5,12,False,2,True,3.74,2,2,0,1,3.29
Design Review,Low,Senior,Other,Low,12,1,0,24,8,10,True,3,True,2.59,0,1,0,0,5.08
Bug Fix,Medium,Junior,Go,Medium,1,2,1,2,6,14,True,3,False,4.14,1,0,0,1,0.87
Testing,Low,Junior,Go,Medium,9,4,2,18,7,17,False,3,False,3.14,2,1,0,1,3.43
Code Review,Low,Tech Lead,C++,High,3,5,3,6,7,11,False,0,False,2.13,2,3,0,0,1.49
Client Meeting,Medium,Junior,Python,High,11,3,0,22,4,9,False,2,False,2.84,1,2,0,0,4.26
Client Meeting,Medium,Tech Lead,Other,Medium,5,1,3,10,7,10,True,0,True,1.27,1,0,0,0,2.91
Documentation,Low,Junior,Java,Low,2,4,3,4,2,12,False,2,True,4.0,0,3,1,0,1.21
Client Meeting,Medium,Tech Lead,Python,High,10,5,2,20,4,12,False,2,False,3.04,2,2,1,0,4.38
Refactoring,Medium,Senior,Java,Critical,4,1,0,8,5,10,False,3,False,2.79,0,1,0,0,1.7
Refactoring,Low,Tech Lead,Python,Medium,3,2,1,6,6,18,False,2,True,2.15,1,1,0,0,1.74
Feature Dev,Low,Junior,Other,Medium,7,4,0,14,6,11,False,1,False,6.26,0,1,1,2,2.19
Code Review,Low,Senior,C++,Medium,1,4,2,2,2,10,False,0,False,1.98,3,1,0,0,0.56
Design Review,High,Mid,Other,Medium,3,5,0,6,7,17,False,3,True,5.0,1,0,2,2,1.37
Deployment,Low,Senior,C++,Low,6,2,1,12,8,18,False,0,False,5.04,0,0,2,0,2.07
Documentation,Medium,Senior,Go,Medium,1,5,3,2,4,12,True,0,True,3.37,2,2,1,0,1.1
Code Review,Medium,Senior,JavaScript,Medium,3,3,0,6,5,13,False,0,False,1.82,2,1,0,0,1.11
Code Review,Low,Senior,Other,Critical,7,1,3,14,1,13,False,0,False,3.42,0,1,0,0,3.0
Code Review,Low,Tech Lead,Other,Medium,12,3,3,24,7,18,True,3,False,3.62,1,0,2,0,4.58
Documentation,High,Senior,JavaScript,Medium,4,2,1,8,1,15,False,2,False,4.44,0,1,1,0,1.86
Documentation,Low,Mid,Go,Medium,2,3,0,4,8,9,False,2,True,2.02,2,1,0,0,0.92
Testing,Low,Tech Lead,Java,Critical,6,2,3,12,6,18,True,3,False,1.86,1,1,0,0,3.14
Code Review,High,Senior,C++,Low,13,4,0,26,1,12,False,1,False,3.68,2,1,0,1,5.3
Feature Dev,High,Mid,JavaScript,Critical,7,1,2,14,7,15,False,2,False,5.91,0,0,1,0,3.11
Testing,High,Junior,Go,Critical,13,2,2,26,9,17,False,0,False,5.38,0,1,0,1,5.4
Feature Dev,Medium,Tech Lead,JavaScript,Medium,10,2,3,20,2,18,True,0,False,4.6,1,0,0,1,3.95
Design Review,Medium,Junior,C++,Critical,9,5,0,18,6,14,False,0,False,2.92,2,2,0,1,3.2
Design Review,High,Junior,JavaScript,Critical,1,2,0,2,5,10,False,2,False,5.41,0,1,0,1,0.69
Refactoring,Low,Mid,C++,Low,5,3,3,10,1,14,True,2,False,3.86,1,1,1,0,2.52
Feature Dev,Medium,Junior,Go,Low,8,1,2,16,5,18,False,0,False,1.42,1,0,0,0,3.5
Testing,Medium,Junior,Go,Medium,12,4,2,24,6,11,False,1,False,4.57,0,3,0,1,4.39
Code Review,Low,Mid,C++,Medium,12,3,1,24,5,14,False,0,True,2.1,2,1,0,0,4.91
Client Meeting,Low,Junior,Go,Low,10,4,0,20,5,9,True,0,True,3.28,2,1,1,0,3.75
Bug Fix,Low,Mid,Go,Critical,10,3,3,20,6,9,True,0,False,4.81,1,0,1,1,3.43
Bug Fix,Medium,Mid,Other,Medium,2,1,2,4,3,16,False,3,True,5.27,0,0,1,0,1.18
Bug Fix,Low,Junior,Go,Low,5,4,3,10,9,15,False,2,False,2.15,3,1,0,0,2.31
Code Review,High,Junior,Go,High,3,2,3,6,3,16,True,2,False,4.5,1,0,0,1,1.92
Deployment,Medium,Mid,Other,Low,12,2,0,24,1,14,False,2,False,5.1,0,1,0,1,4.3
Deployment,High,Junior,Java,Low,6,2,1,12,8,13,False,3,False,2.09,1,1,0,0,3.21
Refactoring,Medium,Tech Lead,JavaScript,Critical,2,2,3,4,7,15,True,3,False,4.89,1,0,0,1,1.28
Code Review,Low,Tech Lead,JavaScript,Medium,10,3,0,20,5,11,False,1,False,3.97,0,2,1,0,3.37
Documentation,High,Senior,Go,Low,8,4,2,16,1,18,True,0,False,3.86,2,0,2,0,3.77
Design Review,High,Tech Lead,Java,Medium,4,3,1,8,10,9,False,1,False,3.33,1,1,1,0,1.96
Bug Fix,Low,Tech Lead,Other,High,4,5,2,8,9,12,False,0,False,2.92,3,1,0,1,1.77
Bug Fix,High,Senior,Other,Medium,12,5,1,24,9,12,True,2,True,3.71,2,1,2,0,6.15
Documentation,High,Senior,Other,Low,8,1,2,16,8,17,True,2,False,3.48,0,1,0,0,4.21
Feature Dev,Low,Junior,JavaScript,Critical,8,4,0,16,4,14,False,1,False,2.95,2,1,1,0,2.73
Code Review,Low,Senior,JavaScript,High,8,4,0,16,5,12,False,2,False,4.38,1,1,1,1,2.7
Refactoring,High,Tech Lead,Other,Critical,2,1,3,4,8,10,True,0,True,1.18,1,0,0,0,1.69
Design Review,Low,Senior,Python,Medium,11,2,1,22,9,15,False,1,False,2.52,1,1,0,0,4.18
Bug Fix,Medium,Junior,JavaScript,Low,9,2,0,18,7,16,False,0,False,3.17,0,2,0,0,3.33
Documentation,Medium,Tech Lead,Go,High,1,5,0,2,3,15,True,3,False,4.59,0,3,1,1,0.76
Client Meeting,High,Junior,Go,Critical,13,4,0,26,1,16,True,2,True,2.84,1,2,1,0,6.75
Testing,High,Tech Lead,Python,Critical,9,4,2,18,7,11,False,3,True,3.31,1,2,1,0,4.67
Deployment,Low,Tech Lead,JavaScript,Medium,9,2,0,18,5,17,True,0,False,4.41,1,0,0,1,2.84
Client Meeting,Low,Mid,Java,Medium,8,3,3,16,2,9,True,3,False,4.43,0,2,1,0,3.57
Design Review,Low,Junior,Go,Critical,4,2,0,8,5,16,False,2,False,1.5,2,0,0,0,1.63
Feature Dev,High,Senior,Java,Critical,9,2,3,18,6,9,True,0,False,2.24,1,1,0,0,4.75
Design Review,High,Mid,Python,Critical,6,1,0,12,2,11,True,1,False,3.4,0,1,0,0,2.67
Bug Fix,Low,Tech Lead,Java,Critical,13,1,2,26,10,13,False,3,False,1.1,1,0,0,0,5.23
Design Review,High,Junior,C++,Low,10,4,2,20,6,17,True,1,True,3.28,1,2,1,0,5.24
Client Meeting,Medium,Senior,Other,Critical,1,4,0,2,3,15,False,1,True,2.78,3,0,0,1,0.5
Refactoring,Medium,Mid,Python,Critical,6,2,0,12,9,13,False,0,True,4.33,0,1,1,0,2.51
Refactoring,High,Mid,C++,Medium,5,2,1,10,8,14,False,1,False,4.37,1,0,0,1,2.39
Deployment,Medium,Tech Lead,C++,Low,10,5,3,20,4,16,True,0,False,4.78,0,2,2,1,3.96
Deployment,Medium,Tech Lead,Other,Low,12,5,2,24,2,15,False,3,False,3.49,1,3,0,1,4.69
Deployment,Low,Mid,Java,Medium,4,1,3,8,3,14,False,0,False,7.34,0,0,0,1,1.73
Testing,Low,Senior,Python,Low,9,1,1,18,9,14,False,1,False,1.4,1,0,0,0,3.47
Design Review,Medium,Tech Lead,Python,Medium,11,4,3,22,9,17,True,1,False,3.71,2,1,0,1,4.82
Deployment,Low,Mid,Go,High,6,3,3,12,4,13,True,1,False,4.71,1,0,1,1,2.39
Feature Dev,High,Junior,C++,Low,10,1,3,20,3,16,True,1,True,5.92,0,0,1,0,5.11
Code Review,Low,Senior,Python,Low,2,1,3,4,7,18,True,0,False,5.8,0,0,1,0,1.08
Client Meeting,High,Mid,Other,Low,11,2,0,22,3,10,True,2,True,2.48,1,1,0,0,5.88
Design Review,High,Senior,Java,Low,8,2,3,16,7,12,False,2,True,4.09,1,0,0,1,4.12
Documentation,Low,Junior,Python,Medium,2,3,2,4,2,9,True,1,False,4.32,1,0,2,0,1.02
Code Review,High,Senior,Go,Critical,2,1,3,4,6,16,True,3,False,2.93,0,1,0,0,1.7
Feature Dev,Low,Tech Lead,C++,Critical,9,4,3,18,4,16,True,1,False,2.16,2,2,0,0,4.0
Deployment,Low,Senior,Python,Critical,3,1,1,6,9,12,False,0,True,3.19,0,1,0,0,1.29
Documentation,High,Mid,C++,Critical,1,4,1,2,8,15,True,0,False,5.17,0,2,0,2,0.5
Deployment,Medium,Tech Lead,Go,Critical,9,2,1,18,5,14,True,3,False,4.07,1,0,0,1,3.94
Design Review,High,Tech Lead,Java,Critical,3,2,0,6,4,16,True,2,False,1.21,2,0,0,0,1.82
Deployment,High,Tech Lead,JavaScript,Medium,3,4,1,6,6,13,False,3,False,4.27,2,0,1,1,1.35
Bug Fix,Low,Junior,Go,Medium,6,5,0,12,7,14,False,2,False,3.32,2,2,1,0,2.22
Client Meeting,High,Mid,Java,Medium,3,1,1,6,7,13,True,0,False,3.97,0,1,0,0,1.61
Testing,Medium,Mid,Python,High,4,3,1,8,8,15,False,0,False,3.56,1,1,1,0,1.59
Bug Fix,High,Junior,C++,High,10,1,3,20,6,12,False,2,False,3.24,0,1,0,0,5.07
Refactoring,High,Senior,C++,High,8,1,3,16,6,13,True,1,False,2.79,0,1,0,0,4.19
Client Meeting,Low,Mid,C++,Medium,8,3,1,16,10,12,False,3,False,4.27,0,2,0,1,3.09
Deployment,Low,Senior,Go,Low,8,3,1,16,7,14,False,0,False,3.09,1,2,0,0,3.01
Documentation,High,Senior,Java,Medium,11,4,3,22,8,15,True,2,False,3.63,1,1,2,0,5.48
Code Review,Medium,Tech Lead,JavaScript,Medium,8,5,3,16,6,9,True,3,True,3.73,1,2,1,1,3.8
Client Meeting,High,Tech Lead,Python,Low,6,1,2,12,9,14,True,2,False,6.45,0,0,1,0,3.17
Design Review,Low,Mid,JavaScript,Medium,6,5,3,12,4,12,False,2,True,3.41,2,0,3,0,2.55
Deployment,High,Tech Lead,Other,High,6,5,0,12,7,11,True,0,False,5.03,0,2,2,1,2.41
Feature Dev,Low,Mid,Java,Medium,8,3,1,16,7,18,False,1,True,3.65,1,1,1,0,2.97
Deployment,High,Mid,Python,Low,4,2,0,8,4,13,True,1,False,5.13,0,1,0,1,1.55
Testing,Medium,Tech Lead,Python,High,1,3,2,2,3,15,True,0,False,3.86,1,1,0,1,0.5
Client Meeting,Medium,Mid,Go,High,13,4,1,26,5,10,False,0,False,5.4,0,1,2,1,4.16
Documentation,Low,Tech Lead,JavaScript,Medium,6,5,1,12,3,9,False,0,False,2.9,2,2,1,0,1.98
Deployment,Low,Tech Lead,Java,Low,3,4,3,6,3,10,False,1,False,4.4,1,1,2,0,1.25
Testing,Medium,Senior,JavaScript,High,1,1,2,2,1,18,False,0,False,5.42,0,0,1,0,0.52
Design Review,High,Senior,Go,Low,9,3,3,18,2,13,True,1,True,4.43,0,1,2,0,4.73
Bug Fix,Low,Junior,Java,Critical,9,2,1,18,7,11,False,0,False,4.31,0,1,1,0,3.17
Documentation,Low,Senior,Java,Medium,13,5,0,26,9,17,True,2,False,3.32,1,2,2,0,4.66
Code Review,Low,Junior,Go,Low,7,4,2,14,8,12,False,3,False,3.44,2,0,1,1,2.74
Testing,Medium,Tech Lead,Other,Low,13,4,3,26,3,16,True,0,False,3.13,1,2,1,0,5.42
Client Meeting,Low,Tech Lead,Python,Low,9,2,3,18,5,15,True,0,False,2.35,1,1,0,0,3.64
Client Meeting,Low,Tech Lead,Other,Medium,4,2,3,8,3,9,True,1,False,1.09,2,0,0,0,2.22
Design Review,Low,Senior,Python,Critical,6,5,2,12,6,13,False,2,False,3.43,2,1,1,1,2.5
Refactoring,Medium,Senior,Go,Medium,8,3,2,16,4,17,False,1,True,2.87,0,3,0,0,3.79
Testing,Medium,Junior,Python,Low,11,2,2,22,3,10,False,0,False,1.78,2,0,0,0,4.79
Feature Dev,Low,Tech Lead,Java,Medium,4,1,1,8,4,12,False,3,True,1.93,1,0,0,0,2.02
Deployment,Low,Tech Lead,Python,Medium,8,5,2,16,2,18,False,1,True,2.93,2,2,1,0,3.28
Bug Fix,High,Tech Lead,Other,Medium,8,5,0,16,7,14,False,3,True,2.98,2,2,1,0,4.06
Bug Fix,High,Junior,JavaScript,Critical,8,3,3,16,5,13,True,3,False,3.19,2,0,1,0,4.22
Refactoring,Low,Mid,JavaScript,High,12,4,3,24,4,10,False,3,False,2.99,2,1,1,0,4.76
Code Review,High,Senior,C++,Medium,4,3,3,8,8,15,False,2,True,2.44,2,0,1,0,2.64
Feature Dev,Medium,Junior,JavaScript,Medium,3,5,0,6,7,13,False,0,False,3.88,2,1,1,1,0.95
Design Review,High,Junior,JavaScript,Medium,2,3,3,4,9,13,True,3,False,2.57,2,0,1,0,1.66
Bug Fix,Medium,Senior,Go,High,13,5,1,26,3,9,False,3,True,5.73,1,0,2,2,4.62
Feature Dev,High,Tech Lead,Java,Low,8,2,3,16,7,16,False,2,False,4.04,1,0,1,0,3.77
Feature Dev,High,Tech Lead,C++,High,7,2,2,14,3,9,True,2,False,5.21,0,1,0,1,3.15
Bug Fix,High,Senior,Go,Low,5,4,1,10,7,16,True,1,False,2.58,2,1,1,0,2.55
Bug Fix,Medium,Senior,JavaScript,Medium,11,5,0,22,3,13,True,0,False,4.28,1,2,2,0,3.97
Client Meeting,High,Junior,JavaScript,Critical,9,5,1,18,5,14,False,0,True,4.6,2,0,2,1,4.01
Documentation,Low,Senior,JavaScript,Critical,5,4,0,10,7,11,False,0,False,4.67,0,0,4,0,1.58
Testing,Low,Senior,JavaScript,High,8,4,3,16,9,9,True,0,False,3.4,1,2,1,0,3.33
Refactoring,Low,Tech Lead,Go,Critical,7,2,2,14,5,15,False,2,False,1.32,2,0,0,0,3.05
Testing,Low,Mid,Java,Critical,2,3,1,4,10,10,False,2,True,4.95,1,0,1,1,1.04
Client Meeting,Low,Mid,Python,High,3,4,0,6,6,13,False,1,False,3.77,1,1,2,0,0.94
Bug Fix,High,Mid,Other,High,5,4,3,10,1,15,False,0,False,3.06,1,3,0,0,2.77
Client Meeting,Medium,Tech Lead,JavaScript,High,9,3,3,18,9,13,False,1,False,2.92,1,1,1,0,3.78
Refactoring,Low,Tech Lead,Go,Medium,11,4,2,22,4,12,False,1,False,2.48,3,0,1,0,4.02
Design Review,High,Senior,JavaScript,High,8,2,3,16,3,11,False,2,False,2.2,1,1,0,0,4.19
Client Meeting,High,Tech Lead,Other,High,1,2,0,2,9,9,False,0,False,6.39,0,0,1,1,0.5
Feature Dev,Low,Mid,Java,Medium,13,1,0,26,3,13,True,2,False,2.57,0,1,0,0,4.84
Design Review,Medium,Junior,Other,Low,13,5,0,26,10,16,False,0,True,3.59,2,2,0,1,5.07
Client Meeting,High,Tech Lead,Python,Low,2,5,0,4,10,11,False,0,False,2.65,4,0,1,0,0.93
